Price,Location,Beds,Baths,Size,Units,Phone,Image_URL,Home_URL
"$1,650/mo","1709 Locust St, Pittsburgh, PA 15219",4 beds,2 baths,—,Pets welcome,(412) 262-4630,https://ssl.cdn-redfin.com/photo/rent/05411b4f-0cf2-4a4f-ad0b-4ba7040f1cd7/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1709-Locust-St-15219/home/73540999
"$1,400/mo","10023 Calvin St Unit rear, Pittsburgh, PA 15235",2 beds,1 bath,800,Pets welcome,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/7b64f1bd-8e81-4638-9d93-77d9c98c546d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/10023-Calvin-St-15235/unit-rear/home/192994877
"$1,425/mo","4016 Vinceton St, Pittsburgh, PA 15214",3 beds,1 bath,"1,800",Laundry in unit,(412) 339-0216,https://ssl.cdn-redfin.com/photo/rent/50777ff1-807e-4d1d-a0f4-163482812f5f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4016-Vinceton-St-15214/home/74462791
"$1,575/mo","1229 Benton Ave, Pittsburgh, PA 15212",5 beds,2 baths,"2,100",Somewhat walkable,(914) 432-9962,https://ssl.cdn-redfin.com/photo/rent/db9b8977-385d-447b-b56f-bd05b29d959a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1229-Benton-Ave-15212/home/74462650
"$2,395/mo","318 Lavina Ave, Pittsburgh, PA 15216",5 beds,2 baths,"2,400",A/C,(412) 407-2305,https://ssl.cdn-redfin.com/photo/rent/5a61f642-2d6c-4972-8e18-3d81a9ec3cf9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/318-Lavina-Ave-15216/home/73535030
$725/mo,"3995 Canal St, Pittsburgh, PA 15234",1 bed,1 bath,—,Pets welcome,(412) 243-7120,https://ssl.cdn-redfin.com/photo/rent/498674a2-f9b0-445e-ad5c-6a7813dd1b0b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3995-Canal-St-15234/apartment/74558061
"$1,645/mo","835 Fordham Ave, Pittsburgh, PA 15226",3 beds,2 baths,"1,240",Pets welcome,(412) 569-8073,https://ssl.cdn-redfin.com/photo/rent/1ec1e723-a93b-4a7a-90df-33b76e82ba0f/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/835-Fordham-Ave-15226/home/73510931
"$1,425/mo","2917 Homehurst Ave, Pittsburgh, PA 15234",3 beds,2 baths,—,A/C,(412) 531-1500,https://ssl.cdn-redfin.com/photo/rent/67444853-d05a-4c65-a8d9-c5a0b5650e51/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2917-Homehurst-Ave-15234/home/74528272
"$1,425/mo","2907 Belleville St, Pittsburgh, PA 15234",3 beds,1.5 baths,—,Laundry in unit,(412) 367-3200,https://ssl.cdn-redfin.com/photo/rent/f400f886-bcd5-4c84-836a-8427c6c1233e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2907-Belleville-St-15234/home/74528186
"$1,215/mo","823 Walnut St Unit 3, Pittsburgh, PA 15221",3 beds,1 bath,—,N/A,(412) 537-2303,https://ssl.cdn-redfin.com/photo/rent/c99ff358-790a-4750-81b3-7068a5f4bcee/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/823-Walnut-St-15221/unit-3/apartment/192386829
"$1,200/mo","171 Lincoln Ave, Pittsburgh, PA 15202",1 bed,1 bath,"2,590",Laundry in unit,(412) 939-7653,https://ssl.cdn-redfin.com/photo/rent/cd920967-0b56-44e1-a251-81316a1a987e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/171-Lincoln-Ave-15202/home/74461749
"$1,195/mo","247 Conson Rd, Pittsburgh, PA 15227",3 beds,1 bath,"1,014",Car-dependent,(412) 223-6118,https://ssl.cdn-redfin.com/photo/rent/bff8f00e-559b-4238-a096-660b51cf22f9/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/247-Conson-Rd-15227/home/74525885
"$1,800/mo","5623 Cox Ave, Pittsburgh, PA 15207",3 beds,2 baths,"1,318",A/C,(412) 330-9755,https://ssl.cdn-redfin.com/photo/rent/1e1be377-67ac-4636-ab80-14d9910bbd36/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5623-Cox-Ave-15207/home/74524879
$995/mo,"3441 Denny St, Pittsburgh, PA 15201",1 bed,1 bath,800,Walker's paradise,(724) 317-7890,https://ssl.cdn-redfin.com/photo/rent/07e61d74-ebbc-430a-aaec-6f95d7522668/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3441-Denny-St-15201/home/74653047
$950/mo,"117 Crawford Ave, Pittsburgh, PA 15202",1 bed,1 bath,700,Car-dependent,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/08c7c641-74cb-441a-9068-3a96932fb1a2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/117-Crawford-Ave-15202/apartment/74461127
"$1,200/mo","2061 Mazette Pl, Pittsburgh, PA 15205",3 beds,1 bath,962,Car-dependent,(412) 330-9755,https://ssl.cdn-redfin.com/photo/rent/fe14fcae-54de-4615-9efe-40f621d104cb/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/2061-Mazette-Pl-15205/home/74456278
"$1,800/mo","133 Gerard Dr, Pittsburgh, PA 15209",3 beds,2 baths,—,A/C,(412) 638-4222,https://ssl.cdn-redfin.com/photo/rent/576d010a-6478-4cdd-bdba-efddffc1ff01/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/133-Gerard-Dr-15209/home/73501202
$775/mo,"3441 Fleming Ave, Pittsburgh, PA 15212",1 bed,1 bath,800,Somewhat walkable,(724) 317-7890,https://ssl.cdn-redfin.com/photo/rent/f1ad149a-e9f4-42e1-889e-ddc3ee2704bc/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3441-Fleming-Ave-15212/home/74727454
"$1,200/mo","7341 Burton St, Pittsburgh, PA 15218",3 beds,1 bath,"1,456",Parking,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/68222402-c7d3-4941-b8b9-166be1872eae/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7341-Burton-St-15218/home/74520041
"$2,500/mo","390 Pine Creek Rd, Wexford, PA 15090",3 beds,1.5 baths,"1,400",Car-dependent,(412) 660-2827,https://ssl.cdn-redfin.com/photo/rent/00d25809-6470-44cd-a0bc-365472abbc99/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Wexford/390-Pine-Creek-Rd-15090/home/74455453
"$1,200/mo","7711 Westmoreland Ave, Pittsburgh, PA 15218",2 beds,1 bath,—,Very walkable,(412) 572-1490,https://ssl.cdn-redfin.com/photo/rent/1d7746ee-52d7-4a9f-a3f7-21c54a007a7a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7711-Westmoreland-Ave-15218/home/74519437
"$1,500/mo","231 Orchard Pl, Pittsburgh, PA 15210",3 beds,1.5 baths,—,Pets welcome,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/d012836a-7fb8-44cf-9ad4-48b378972845/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/231-Orchard-Pl-15210/home/74498060
"$1,850/mo","566 Thorncliffe Dr, Pittsburgh, PA 15205",2 beds,2.5 baths,—,Car-dependent,(412) 754-5588,https://ssl.cdn-redfin.com/photo/rent/568151ae-51cd-4301-acb9-434606f451e1/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/566-Thorncliffe-Dr-15205/home/74454569
"$1,800/mo","5722 Cox Ave, Pittsburgh, PA 15207",3 beds,2 baths,—,Dishwasher,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/fb848887-edb9-48f6-92ce-6c4d87061ce7/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5722-Cox-Ave-15207/home/74524859
"$1,050/mo","7474 McClure Ave, Pittsburgh, PA 15218",2 beds,1 bath,700,Very walkable,(412) 339-0655,https://ssl.cdn-redfin.com/photo/rent/0625a08f-135c-4888-8ab6-f39c02264a68/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7474-McClure-Ave-15218/home/74519290
"$3,000/mo","300 Washington Rd, South Hills, PA 15216",3 beds,3 baths,"2,000",Very walkable,(412) 738-7266,https://ssl.cdn-redfin.com/photo/rent/b2d02f37-3aa6-42f6-82a5-a5733751ba0f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/South-Hills/300-Washington-Rd-15216/apartment/74771100
$944/mo,"1907 Delaware Ave, Pittsburgh, PA 15218",1 bed,1 bath,—,Very walkable,(724) 864-5916,https://ssl.cdn-redfin.com/photo/rent/8655c9fe-9432-41dc-805a-cd72938a6d57/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1907-Delaware-Ave-15218/apartment/74519097
"$4,750/mo","151 Fort Pitt Blvd #1601, Pittsburgh, PA 15222",1 bed,2 baths,"1,703",Laundry in unit,(412) 471-4900,https://ssl.cdn-redfin.com/photo/rent/8ff2a76c-fbe2-466b-97c1-ea22666ef7e1/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-1601/home/74445212
"$1,350/mo","3816 Hilpert St, Pittsburgh, PA 15227",3 beds,1 bath,"1,200",Dishwasher,(412) 339-0655,https://ssl.cdn-redfin.com/photo/rent/ade58fae-9968-483b-bddb-16e68144a0ea/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3816-Hilpert-St-15227/home/74526137
"$1,495/mo","809-811 Killarney Dr, Pittsburgh, PA 15234",3 beds,1 bath,"1,075",Laundry in unit,(954) 245-9208,https://ssl.cdn-redfin.com/photo/rent/7458436f-dacf-4650-a11c-cdf750113bea/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/809-811-Killarney-Dr-15234/home/192244985
"$1,650/mo","7806 Union Ave, Pittsburgh, PA 15218",3 beds,2.5 baths,"1,176",Laundry in unit,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/69b54b52-f588-4126-b190-5ff3b2b1e883/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7806-Union-Ave-15218/home/74519062
$900/mo,"7328 Whipple St, Pittsburgh, PA 15218",1 bed,1 bath,—,Very walkable,(412) 431-1718,https://ssl.cdn-redfin.com/photo/rent/c3fe41ae-8dd4-4a45-a92b-f1e6124960a6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7328-Whipple-St-15218/home/74518733
"$2,650/mo","151 Fort Pitt Blvd #902, Pittsburgh, PA 15222",1 bed,1.5 baths,"1,107",Parking,(412) 363-4000,https://ssl.cdn-redfin.com/photo/rent/b3a39e56-56f8-4947-ae76-7022519aec16/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-902/home/74445186
"$1,500/mo","270 Laveton Ave, Pittsburgh, PA 15227",2 beds,1 bath,"1,000",Dogs welcome,(412) 491-2456,https://ssl.cdn-redfin.com/photo/rent/06450b10-3be5-46f8-a6dc-8e53856ef6f2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/270-Laveton-Ave-15227/home/74488857
"$2,500/mo","911 Highview St, Pittsburgh, PA 15206",3 beds,1.5 baths,"1,275",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/a99eae69-98ae-4d6d-a2c6-9ec36252bb4c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/911-Highview-St-15206/home/73533769
"$2,640/mo","2013 Wightman St, Pittsburgh, PA 15217",3 beds,1.5 baths,"1,450",A/C,(412) 441-1211,https://ssl.cdn-redfin.com/photo/rent/8e298e9e-9530-4d94-953e-599fad0a4af6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2013-Wightman-St-15217/home/73510078
"$1,695/mo","610 Center St, Pittsburgh, PA 15221",5 beds,1 bath,"2,253",Pets welcome,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/093b0507-24fb-47cf-9ee4-c683998ccdf2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/610-Center-St-15221/home/74517029
$649/mo,"1605 Westmont Ave, Pittsburgh, PA 15210",2 beds,1 bath,600,N/A,(412) 248-2489,https://ssl.cdn-redfin.com/photo/rent/3e4fff9e-90dc-4fbd-ace6-a1d88555e6a9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1605-Westmont-Ave-15210/apartment/189627510
"$2,250/mo","239 Shadyhill Rd, Pittsburgh, PA 15205",4 beds,2.5 baths,"1,800",Dishwasher,(954) 245-9208,https://ssl.cdn-redfin.com/photo/rent/0201377f-edd5-4b8a-917a-8ba38886feaa/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/239-Shadyhill-Rd-15205/home/74532948
"$2,300/mo","1618 Westchester St, Pittsburgh, PA 15220",4 beds,2 baths,"1,180",Pets welcome,(412) 262-4630,https://ssl.cdn-redfin.com/photo/rent/e4a29192-5e06-444e-8be1-869e2cdea7ed/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1618-Westchester-St-15220/home/74533031
"$1,750/mo","168 Amabell St, Pittsburgh, PA 15211",2 beds,1 bath,"1,432",A/C,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/ec9069fb-fa92-4a23-bec9-ba0325fc9a01/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/168-Amabell-St-15211/home/74533274
"$2,418/mo","Chalfont Apartments | 4742 Centre Ave, Pittsburgh, PA 15213",2 beds,1 bath,—,Available 01/08,(412) 683-8683,https://ssl.cdn-redfin.com/photo/rent/5375c5dd-89c2-4bdb-9289-9ccaceb21bf7/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/Chalfont-Apartments/apartment/74664688
"$3,400/mo","527 Grandview Ave, Pittsburgh, PA 15211",3 beds,2.5 baths,"2,438",Parking,(412) 421-9120,https://ssl.cdn-redfin.com/photo/rent/bcb04a97-ff94-4fc3-8b0b-426a4bd6976d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/527-Grandview-Ave-15211/home/74533329
$690/mo,"Flats on Penn | 7500 Penn Ave, Pittsburgh, PA 15208",0 beds,1 bath,—,Available 01/01,(412) 910-7274,https://ssl.cdn-redfin.com/photo/rent/f15cf2ca-32bd-4765-a4b8-1f65e76f87fa/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Flats-on-Penn/apartment/74515737
"$1,395/mo","201 Stanwix St, Pittsburgh, PA 15222",2 beds,2 baths,—,Pets welcome,(888) 397-7352,https://ssl.cdn-redfin.com/photo/rent/bce001ad-f8c8-4eed-b780-b7a0c1d6e2f3/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/201-Stanwix-St-15222/apartment/74533404
"$1,655/mo","113 Keefer Dr, Pittsburgh, PA 15235",3 beds,2 baths,988,Pets welcome,(412) 569-8073,https://ssl.cdn-redfin.com/photo/rent/257f85b9-3cce-49b0-8c20-c5e1bbd66ccf/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/113-Keefer-Dr-15235/home/74668705
"$1,000/mo","320 Fort Duquesne Blvd Unit 18N, Pittsburgh, PA 15222",1 bed,1 bath,"1,033",Laundry in unit,N/A,https://ssl.cdn-redfin.com/photo/rent/12c897bc-151a-4f0c-b82b-49ffbe13c8ea/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/320-Fort-Duquesne-Blvd-15222/unit-18N/home/74533453
"$1,200/mo","1020 Uvilla St, Pittsburgh, PA 15220",2 beds,1 bath,"1,000",Car-dependent,(724) 505-2673,https://ssl.cdn-redfin.com/photo/rent/0aa3a0f9-c5d7-4481-8b9b-d1d07eb86fe4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1020-Uvilla-St-15220/home/74535520
"$1,595/mo","816 Chartiers Ave, Pittsburgh, PA 15220",2 beds,1.5 baths,"1,606",Pets welcome,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/ebafc780-3b87-42b4-b422-17d6e324b353/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/816-Chartiers-Ave-15220/home/74535707
"$2,250/mo","3459 Ward St Unit 3459-2, Pittsburgh, PA 15213",3 beds,1 bath,"1,100",N/A,(412) 491-1330,https://ssl.cdn-redfin.com/photo/rent/88bfc099-69bb-4ad6-a832-a07fdcf89f98/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3459-Ward-St-15213/unit-3459-2/apartment/192993106
"$3,650/mo","628 Arbor Ct, Pittsburgh, PA 15238",3 beds,3 baths,—,Pets welcome,(724) 934-3400,https://ssl.cdn-redfin.com/photo/rent/820a64b8-51f1-406e-afbf-c6d4fde1383b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/628-Arbor-Ct-15238/home/74443639
"$1,225/mo","189 Wible Run Rd, Pittsburgh, PA 15209",2 beds,1 bath,—,Car-dependent,(412) 821-3355,https://ssl.cdn-redfin.com/photo/rent/ae848da1-ed3f-4faa-b337-dcf5cee2bf0e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/189-Wible-Run-Rd-15209/home/74539802
$725/mo,"1309 Wood St, Pittsburgh, PA 15221",1 bed,1 bath,—,Very walkable,(412) 419-3980,https://ssl.cdn-redfin.com/photo/rent/f173451f-3e8c-4de4-a0c1-e292c5ad1369/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1309-Wood-St-15221/apartment/74515648
"$1,595/mo","4542 Carroll St Unit 1, Pittsburgh, PA 15224",2 beds,1 bath,"1,100",Dogs welcome,N/A,https://ssl.cdn-redfin.com/photo/rent/81fe6e17-9104-4875-8c20-bb0be95ace44/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4542-Carroll-St-15224/unit-1/home/192989798
"$1,500/mo","8612 Oakcrest Rd, Pittsburgh, PA 15235",2 beds,2 baths,—,Dishwasher,(717) 707-7079,https://ssl.cdn-redfin.com/photo/rent/00acc182-aa84-498d-8fa4-674cef4aab06/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/8612-Oakcrest-Rd-15235/home/74543453
"$1,600/mo","1922 Remington Dr, Pittsburgh, PA 15221",3 beds,1.5 baths,"1,605",Pets welcome,(412) 366-1600,https://ssl.cdn-redfin.com/photo/rent/e257e5f7-6bb3-427c-a310-cf98175c556d/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1922-Remington-Dr-15221/home/74544538
"$1,000/mo","1711 Montier St, Pittsburgh, PA 15221",2 beds,1 bath,—,Car-dependent,(412) 533-3358,https://ssl.cdn-redfin.com/photo/rent/6b99b9c0-785b-4d41-997b-dd2781d59271/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1711-Montier-St-15221/home/74545081
"$1,800/mo","306 Atwood St Unit 306-1, Pittsburgh, PA 15213",2 beds,1 bath,—,N/A,(412) 491-1330,https://ssl.cdn-redfin.com/photo/rent/c4b578fd-cea2-4856-bb62-7bd388dfc398/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/306-Atwood-St-15213/unit-306-1/apartment/192989700
$915/mo,"1208 Center St, Pittsburgh, PA 15221",2 beds,1 bath,900,Very walkable,(412) 819-5966,https://ssl.cdn-redfin.com/photo/rent/2ddac167-6ee9-44d3-aa80-b95ed029ceb9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1208-Center-St-15221/home/74545147
$995/mo,"5420 Stanton Ave, Pittsburgh, PA 15206",1 bed,1 bath,—,Car-dependent,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/296bd1df-fb5d-47d2-b02f-7f15a063f93f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5420-Stanton-Ave-15206/apartment/73533469
"$1,500/mo","1366 Woodlawn Ave, Pittsburgh, PA 15221",4 beds,1 bath,"1,314",Car-dependent,(412) 533-3358,https://ssl.cdn-redfin.com/photo/rent/628235c1-6a37-4e78-ba42-d3a7ec834d81/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1366-Woodlawn-Ave-15221/home/74546052
"$1,000/mo","109 Pauline Pl, Pittsburgh, PA 15216",2 beds,1 bath,—,Somewhat walkable,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/ff310cac-f057-4452-ba46-601baaac252f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/109-Pauline-Pl-15216/home/74598338
"$1,250/mo","1231 Morrow St, Pittsburgh, PA 15221",3 beds,1 bath,"1,260",Somewhat walkable,(412) 593-6764,https://ssl.cdn-redfin.com/photo/rent/944020ca-5e02-46ca-b66f-daee0576a409/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1231-Morrow-St-15221/home/74546152
"$1,400/mo","1114 Jane St, Pittsburgh, PA 15221",4 beds,1 bath,—,Somewhat walkable,(412) 519-0972,https://ssl.cdn-redfin.com/photo/rent/a30a6cb5-a7e5-448c-b2c3-6e3cddda7be9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1114-Jane-St-15221/home/74546271
"$1,545/mo","2248 Lehigh St, Pittsburgh, PA 15218",4 beds,2 baths,"1,318",Laundry in unit,(412) 407-2305,https://ssl.cdn-redfin.com/photo/rent/b96a9f04-2928-4009-87ff-d50269692de4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2248-Lehigh-St-15218/home/74546952
"$1,600/mo","213 E Meyers St, Pittsburgh, PA 15210",3 beds,2 baths,—,A/C,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/41210889-7485-41d2-a73c-c2b7f6fbc60b/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/213-E-Meyers-St-15210/home/74687538
$995/mo,"7903 Lloyd Ave, Pittsburgh, PA 15218",2 beds,1 bath,"1,280",Somewhat walkable,(724) 744-1777,https://ssl.cdn-redfin.com/photo/rent/6914fc80-340a-4a16-aa30-a28e6d51aaee/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/7903-Lloyd-Ave-15218/home/74547651
"$1,400/mo","2439 S Braddock Ave, Pittsburgh, PA 15218",3 beds,1 bath,"1,608",Somewhat walkable,(412) 339-0655,https://ssl.cdn-redfin.com/photo/rent/8e852ee4-f4df-4af4-b400-150648047454/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2439-S-Braddock-Ave-15218/home/74548412
"$1,895/mo","1500 Boyle St, Pittsburgh, PA 15212",3 beds,2 baths,"1,958",Very walkable,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/9b2b2343-2b8c-48bc-afa4-4c1d22c2770b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1500-Boyle-St-15212/home/74551746
"$1,615+/mo","Allegheny City Stables Lofts | 840 W North Ave, Pittsburgh, PA 15233",1-2 bed,1-2 bath,"760-1,180",Pets welcome,(412) 336-8243,https://ssl.cdn-redfin.com/photo/rent/1b755341-d14e-4b2b-b49a-8c229623cb62/islphoto/genIsl.0_4.jpg,https://www.redfin.com/PA/Pittsburgh/Allegheny-City-Stables-Lofts/apartment/178945102
"$1,400/mo","1430 Boyle St, Pittsburgh, PA 15212",1 bed,1 bath,—,A/C,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/11dd923a-a25d-44ca-82d8-30f82fd1874d/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/1430-Boyle-St-15212/home/74551749
"$1,495/mo","112 W North Ave, Pittsburgh, PA 15212",2 beds,1 bath,—,Walker's paradise,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/15adca57-a827-4674-b6df-bee3aae1a6bd/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/112-W-North-Ave-15212/home/74552185
"$2,900/mo","107 Sampsonia Way, Pittsburgh, PA 15212",3 beds,2 baths,"2,300",Dogs welcome,(412) 983-8786,https://ssl.cdn-redfin.com/photo/rent/c8031771-dd91-4f67-8294-d0c4cc096bec/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/107-Sampsonia-Way-15212/home/74552223
$959/mo,"224 McKnight Cir, Pittsburgh, PA 15237",1 bed,1 bath,550,A/C,(724) 228-2602,https://ssl.cdn-redfin.com/photo/rent/30c0b177-dcd0-4d86-b0be-c08012ea7977/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/224-McKnight-Cir-15237/apartment/178895508
"$1,700/mo","1401 Arch St, Pittsburgh, PA 15212",2 beds,1 bath,"1,050",A/C,(724) 485-9037,https://ssl.cdn-redfin.com/photo/rent/f31ff126-96ba-41f7-9695-3bd7a37bfaa3/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1401-Arch-St-15212/home/74552272
"$1,700/mo","7315 Hermitage St, Pittsburgh, PA 15208",5 beds,1 bath,"1,880",Somewhat walkable,(412) 819-5966,https://ssl.cdn-redfin.com/photo/rent/5a1c1c56-3ed1-44f8-ab10-16a9cf7cb8c6/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/7315-Hermitage-St-15208/home/74514475
$895/mo,"714 Cedar Ave, Pittsburgh, PA 15212",1 bed,1 bath,400,Walker's paradise,(412) 321-1613,https://ssl.cdn-redfin.com/photo/rent/2d16a52b-1f9f-4b91-bab6-b990570331d0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/714-Cedar-Ave-15212/apartment/74552727
$795/mo,"3805-3809 Baytree St, Pittsburgh, PA 15214",1 bed,1 bath,800,N/A,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/e3b3394b-3e51-48aa-bb88-989df126bfae/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3805-3809-Baytree-St-15214/apartment/192984316
"$1,375/mo","1264 Grove Rd, Pittsburgh, PA 15234",3 beds,1 bath,—,Pets welcome,(412) 916-6997,https://ssl.cdn-redfin.com/photo/rent/a7435e75-4a4d-4f54-91ce-e2369ffc86db/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1264-Grove-Rd-15234/home/74555738
"$1,495/mo","920 Yetta Ave, Pittsburgh, PA 15212",2 beds,2.5 baths,"1,196",Laundry in unit,(724) 933-6300,https://ssl.cdn-redfin.com/photo/rent/44c0a126-64e5-400c-8e87-1c5693572e6a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/920-Yetta-Ave-15212/home/74556601
"$1,820/mo","1027 Salter Way, Pittsburgh, PA 15212",2 beds,1 bath,—,Very walkable,(724) 348-9300,https://ssl.cdn-redfin.com/photo/rent/f974a267-1a59-4db5-a590-f2e61cae805d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1027-Salter-Way-15212/home/74557584
