Price,Location,Beds,Baths,Size,Units,Phone,Image_URL,Home_URL
"$2,100/mo","1502 Kenberma Ave, Pittsburgh, PA 15216",5 beds,2.5 baths,"2,300",A/C,(412) 203-9159,https://ssl.cdn-redfin.com/photo/rent/076c7a63-7e4f-44ac-a26f-8a4636b3d825/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1502-Kenberma-Ave-15216/home/73589134
"$1,200/mo","3117 Wadlow St, Pittsburgh, PA 15212",3 beds,1 bath,"1,200",Somewhat walkable,(412) 330-9755,https://ssl.cdn-redfin.com/photo/rent/ab6cce43-9bc7-4385-aa80-8733e1cc4b09/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/3117-Wadlow-St-15212/home/73532973
$850/mo,"225 S Saint Clair St, Pittsburgh, PA 15206",1 bed,1 bath,—,Walker's paradise,(412) 665-0500,https://ssl.cdn-redfin.com/photo/rent/c69bb339-9868-41b6-a22f-91186810cf28/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/225-S-Saint-Clair-St-15206/apartment/73509642
$850/mo,"5 E Orchard Ave, Pittsburgh, PA 15202",1 bed,1 bath,600,Laundry in unit,(412) 567-8345,https://ssl.cdn-redfin.com/photo/rent/cf686849-be13-42b6-b6a6-f2e83536586b/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5-E-Orchard-Ave-15202/apartment/74504857
"$2,300/mo","151 Fort Pitt Blvd #805, Pittsburgh, PA 15222",1 bed,1.5 baths,889,Pets welcome,(412) 741-2200,https://ssl.cdn-redfin.com/photo/rent/989ef8d4-8dac-4f9b-b422-306af2292d43/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/151-Fort-Pitt-Blvd-15222/unit-805/home/73588475
"$4,500/mo","713 Clinton Pl, Pittsburgh, PA 15202",4 beds,2 baths,"1,760",Pets welcome,(412) 366-1600,https://ssl.cdn-redfin.com/photo/rent/dd85e4af-52da-4f28-9715-d490a11098a0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/713-Clinton-Pl-15202/home/74504739
"$1,395/mo","514 Dawson Ave, Pittsburgh, PA 15202",3 beds,1 bath,—,Very walkable,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/984aba2d-e8bf-40f6-8fd4-6b3da8746578/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/514-Dawson-Ave-15202/home/74504729
"$1,800/mo","306 4th Ave #904, Pittsburgh, PA 15222",2 beds,2.5 baths,"1,100",A/C,(412) 290-9671,https://ssl.cdn-redfin.com/photo/rent/dac357cc-cdb5-42f8-8605-7280996d8e0e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/306-4th-Ave-15222/unit-904/home/73588215
"$1,125/mo","4709 Corday Way, Pittsburgh, PA 15224",1 bed,1 bath,—,Walker's paradise,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/64e79024-acd3-4cbc-a9c8-a4ed8c112469/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4709-Corday-Way-15224/home/73530037
$915/mo,"25 S Starr Ave, Pittsburgh, PA 15202",1 bed,1 bath,600,Very walkable,(412) 218-1479,https://ssl.cdn-redfin.com/photo/rent/71364ca9-0be1-4d62-8862-9d9a4245c35c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/25-S-Starr-Ave-15202/apartment/74504690
$950/mo,"505 Dawson Ave, Pittsburgh, PA 15202",1 bed,1 bath,700,Laundry in unit,(412) 631-3100,https://ssl.cdn-redfin.com/photo/rent/ee9e4364-ebe5-4a72-a71c-c7dea00cba38/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/505-Dawson-Ave-15202/home/74504648
"$1,045/mo","434 Forest Ave, Pittsburgh, PA 15202",1 bed,1 bath,900,Somewhat walkable,(412) 212-7114,https://ssl.cdn-redfin.com/photo/rent/8ce7d8c9-56df-4be0-b392-b8161b7cbc84/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/434-Forest-Ave-15202/home/74504636
"$1,050/mo","37 Overlook Dr, Pittsburgh, PA 15216",1 bed,1 bath,—,Very walkable,(412) 306-3567,https://ssl.cdn-redfin.com/photo/rent/745d576e-e18f-4338-bbc8-2f5384915143/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/37-Overlook-Dr-15216/apartment/73584631
"$1,795/mo","87 Wyoming St, Pittsburgh, PA 15211",2 beds,1 bath,"1,000",Pets welcome,(412) 343-6206,https://ssl.cdn-redfin.com/photo/rent/70aaa913-6cba-43d1-be1a-1018b722ae45/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/87-Wyoming-St-15211/home/73529499
"$1,000/mo","5727 Rural St, Pittsburgh, PA 15206",1 bed,1 bath,850,Parking,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/dd5d272a-95d2-4c04-ae1d-5f37d21d14d5/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/5727-Rural-St-15206/home/73509313
"$1,650/mo","728 Southern Ave, Mount Washington, PA 15211",4 beds,1 bath,"1,725",Parking,(888) 397-7352,https://ssl.cdn-redfin.com/photo/rent/d21c9007-43bf-44f9-9f1f-9e16f41137f8/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Mount-Washington/728-Southern-Ave-15211/home/74503420
"$1,250/mo","215 Kingsboro St, Pittsburgh, PA 15211",2 beds,1 bath,"1,200",Laundry in unit,(412) 572-1490,https://ssl.cdn-redfin.com/photo/rent/1e1a7404-b73e-479d-aabe-de8493636f4e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/215-Kingsboro-St-15211/home/74503297
"$1,900/mo","4012 Saline St, Pittsburgh, PA 15217",3 beds,2.5 baths,"2,147",Pets welcome,(412) 367-0100,https://ssl.cdn-redfin.com/photo/rent/f820ff1d-65a8-4277-9b03-6fbd6bf74aeb/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/4012-Saline-St-15217/home/73584050
"$1,500/mo","709 Southern Ave, Mount Washington, PA 15211",4 beds,2 baths,"1,800",Car-dependent,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/404251ee-f026-442c-9358-cb1a472fc38c/islphoto/genIsl.5_16.jpg,https://www.redfin.com/PA/Mount-Washington/709-Southern-Ave-15211/home/74503285
"$1,625/mo","243 Lelia St, Pittsburgh, PA 15211",3 beds,2 baths,"1,285",Pets welcome,(412) 569-8073,https://ssl.cdn-redfin.com/photo/rent/d81c43bb-532c-4d8a-920c-94f935966ff0/islphoto/genIsl.0_5.jpg,https://www.redfin.com/PA/Pittsburgh/243-Lelia-St-15211/home/74503015
"$1,575/mo","530 N Euclid Ave, Pittsburgh, PA 15206",2 beds,1 bath,900,Laundry in unit,(724) 259-8799,https://ssl.cdn-redfin.com/photo/rent/49745d76-3f5d-4783-8a35-1de1c52fcdaa/islphoto/genIsl.6_7.jpg,https://www.redfin.com/PA/Pittsburgh/530-N-Euclid-Ave-15206/apartment/73583070
"$1,283/mo","201 McKnight Park Dr, Pittsburgh, PA 15237",2 beds,2 baths,"1,140",A/C,(412) 364-3344,https://ssl.cdn-redfin.com/photo/rent/7ce7c105-1358-4d42-b7da-d01bb35977b5/islphoto/genIsl.0_6.jpg,https://www.redfin.com/PA/Pittsburgh/201-McKnight-Park-Dr-15237/home/73528083
"$1,325/mo","81 Westwood St, Pittsburgh, PA 15211",2 beds,1 bath,"1,440",Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/dc5dc326-9b68-42d5-971e-e2477f035547/islphoto/genIsl.15_25.jpg,https://www.redfin.com/PA/Pittsburgh/81-Westwood-St-15211/home/74502736
"$1,350/mo","108 Sherman St, Mount Oliver, PA 15210",4 beds,1 bath,"1,413",Very walkable,(412) 758-0207,https://ssl.cdn-redfin.com/photo/rent/bf80b6a2-3c68-4438-a6ff-2d8736149f54/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Mount-Oliver/108-Sherman-St-15210/home/74498555
"$1,050/mo","841 Heberton St, Pittsburgh, PA 15206",1 bed,1 bath,—,Somewhat walkable,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/4faeee71-ed20-4c50-8f3e-75b38b5a74d5/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/841-Heberton-St-15206/home/73582936
"$1,000/mo","137 Stamm Ave, Pittsburgh, PA 15210",2 beds,1 bath,"1,152",Very walkable,(412) 212-6674,https://ssl.cdn-redfin.com/photo/rent/df7ee3b1-62c3-4209-9b18-38b6ed6e4a74/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/137-Stamm-Ave-15210/home/74498370
$999/mo,"123 Keever Ave, Pittsburgh, PA 15205",2 beds,1 bath,—,Pets welcome,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/7ae000b5-82af-44d6-b103-8b8b5b517712/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/123-Keever-Ave-15205/home/74622650
"$1,500/mo","153 Jucunda St, Pittsburgh, PA 15210",4 beds,2 baths,—,Very walkable,(412) 572-1490,https://ssl.cdn-redfin.com/photo/rent/6783519b-eb49-4064-814f-14bd961ea482/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/153-Jucunda-St-15210/home/74498091
"$1,495/mo","1515 Rockland Ave, Pittsburgh, PA 15216",3 beds,1 bath,—,Dishwasher,(412) 520-8090,https://ssl.cdn-redfin.com/photo/rent/d2657c56-c74e-41ce-9580-3ad2511ae0be/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1515-Rockland-Ave-15216/home/73526563
"$1,850/mo","6927 Hilldale Dr, Pittsburgh, PA 15236",4 beds,2 baths,—,Dogs welcome,(412) 760-5249,https://ssl.cdn-redfin.com/photo/rent/77430e05-9015-47a3-b4b6-da379c99cdbe/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/6927-Hilldale-Dr-15236/home/73507627
$795/mo,"341 Orchard Pl, Pittsburgh, PA 15210",2 beds,1 bath,—,Somewhat walkable,(412) 419-3980,https://ssl.cdn-redfin.com/photo/rent/42cd0d17-0843-4ab7-a498-3f7069e62050/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/341-Orchard-Pl-15210/apartment/74498079
"$1,550/mo","2647 S 18th St, Pittsburgh, PA 15210",3 beds,1 bath,"2,618",Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/38cb7f69-26d5-44d2-8d3c-76464c02f387/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/2647-S-18th-St-15210/home/74497767
"$2,990/mo","825 Morewood Ave Unit K, Pittsburgh, PA 15213",3 beds,3 baths,"1,804",Pets welcome,(724) 733-7100,https://ssl.cdn-redfin.com/photo/rent/8714fdf3-3690-4369-836c-a719453510c9/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/825-Morewood-Ave-15213/unit-K/home/73579581
"$1,299/mo","2642 Quarry St, Pittsburgh, PA 15210",3 beds,1 bath,900,Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/094badf7-1181-4f98-ac6b-33b09af983b1/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2642-Quarry-St-15210/home/74497710
$990/mo,"215 Walter St, Pittsburgh, PA 15210",2 beds,1 bath,"1,142",Pets welcome,(412) 385-2300,https://ssl.cdn-redfin.com/photo/rent/bf73453f-b739-44e5-a42d-fec59e620cf7/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/215-Walter-St-15210/home/74497591
"$1,200/mo","328 Whittier Dr, Pittsburgh, PA 15235",2 beds,1.5 baths,—,Pets welcome,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/b681fc38-8f3f-46ec-831b-d1905c7cabec/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/328-Whittier-Dr-15235/home/73577618
"$4,150/mo","403 Landon Gate, Pittsburgh, PA 15238",4 beds,3.5 baths,"2,814",Parking,(724) 934-3400,https://ssl.cdn-redfin.com/photo/rent/90bbb129-9974-462f-9ff3-ff70a9f793cb/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/403-Landon-Gate-15238/home/73526353
"$1,499/mo","203 Millbridge St, Pittsburgh, PA 15210",3 beds,2 baths,—,Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/67821620-83f9-4f46-b49c-418b20f71a9f/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/203-Millbridge-St-15210/home/74497402
"$1,599/mo","815 Industry St, Pittsburgh, PA 15210",3 beds,1.5 baths,—,Pets welcome,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/3ae40269-de79-456d-9819-5ecb1c9c9297/islphoto/genIsl.5_4.jpg,https://www.redfin.com/PA/Pittsburgh/815-Industry-St-15210/home/74497388
"$1,800/mo","105 Bartley Rd, Pittsburgh, PA 15241",3 beds,1 bath,"1,146",Pets welcome,(888) 659-9596,https://ssl.cdn-redfin.com/photo/rent/e90c2d93-b251-4f01-9541-de606f112bbb/islphoto/genIsl.0_11.jpg,https://www.redfin.com/PA/Pittsburgh/105-Bartley-Rd-15241/home/73575506
"$2,500/mo","308 Marion Ave, Pittsburgh, PA 15221",3 beds,1 bath,—,Parking,(888) 397-7352,https://ssl.cdn-redfin.com/photo/rent/9ec150e7-efe6-421f-a108-bb45d77599c4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/308-Marion-Ave-15221/home/74606784
"$1,599/mo","16 Regina St, Pittsburgh, PA 15203",3 beds,1 bath,—,Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/6c3eb1dd-ad7c-4145-980d-5729b98a1778/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/16-Regina-St-15203/home/74496998
"$1,250/mo","517 Ogden Ave, Pittsburgh, PA 15221",2 beds,1 bath,"1,296",A/C,(412) 401-7748,https://ssl.cdn-redfin.com/photo/rent/99558277-ee9a-4044-8b65-489af11f2ad7/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/517-Ogden-Ave-15221/home/74606761
"$2,075/mo","200 Saint Thomas St, Pittsburgh, PA 15203",2 beds,2 baths,"1,272",Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/687c6999-be4b-4d57-848b-da6f47ea66a4/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/200-Saint-Thomas-St-15203/home/74496958
"$1,850/mo","2 Edith Pl, Pittsburgh, PA 15213",2 beds,1 bath,—,Laundry in unit,(412) 729-3000,https://ssl.cdn-redfin.com/photo/rent/7e9a5010-63b1-472b-9aa1-d08ba5ad7de3/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/2-Edith-Pl-15213/home/73574789
"$1,590/mo","2743 Voelkel Ave, Pittsburgh, PA 15216",2 beds,1 bath,"1,500",A/C,(412) 969-3772,https://ssl.cdn-redfin.com/photo/rent/7258ca5f-05b3-41b6-83c3-cbb79bb99ac0/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/2743-Voelkel-Ave-15216/home/73507586
"$2,900/mo","1741 Chessland Pl, Pittsburgh, PA 15205",3 beds,1.5 baths,"1,400",Laundry in unit,(878) 218-9641,https://ssl.cdn-redfin.com/photo/rent/819969a1-9a30-47ff-bc98-7372416e3679/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1741-Chessland-Pl-15205/home/74620138
"$1,595/mo","27 S 14th St, Pittsburgh, PA 15203",2 beds,1.5 baths,—,Walker's paradise,(412) 455-7900,https://ssl.cdn-redfin.com/photo/rent/432c4110-d6bb-484c-8704-828209e21a31/islphoto/genIsl.1_3.jpg,https://www.redfin.com/PA/Pittsburgh/27-S-14th-St-15203/home/74620548
$950/mo,"70 S 15th St, Pittsburgh, PA 15203",1 bed,1 bath,800,Walker's paradise,(412) 945-0301,https://ssl.cdn-redfin.com/photo/rent/97eaff36-da0d-475a-96bc-0efc3778b96e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/70-S-15th-St-15203/home/74620549
"$1,400/mo","30 S 13th St, Pittsburgh, PA 15203",3 beds,1 bath,—,Walker's paradise,(412) 455-7900,https://ssl.cdn-redfin.com/photo/rent/9ffc54e0-bfed-4a82-bcec-b7e059da178e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/30-S-13th-St-15203/home/74620654
"$1,695/mo","141 S 15th St, Pittsburgh, PA 15203",3 beds,1 bath,—,Walker's paradise,(412) 491-2226,https://ssl.cdn-redfin.com/photo/rent/be5bc561-f875-4226-890b-5de2034f7c03/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/141-S-15th-St-15203/home/74620861
"$1,375/mo","168 S 16th St, Pittsburgh, PA 15203",2 beds,1 bath,—,Pets welcome,(412) 576-6361,https://ssl.cdn-redfin.com/photo/rent/f86fceac-c11d-45fa-a564-947d4507e258/islphoto/genIsl.0_2.jpg,https://www.redfin.com/PA/Pittsburgh/168-S-16th-St-15203/home/74620869
"$1,200/mo","65 S 14th St, Pittsburgh, PA 15203",3 beds,2 baths,—,Pets welcome,(724) 220-4700,https://ssl.cdn-redfin.com/photo/rent/b50d16a4-51be-407d-a214-55c735a24b37/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/65-S-14th-St-15203/home/74621251
$795/mo,"405 Union Ave, Pittsburgh, PA 15205",2 beds,1 bath,950,Somewhat walkable,(412) 916-3773,https://ssl.cdn-redfin.com/photo/rent/a193e309-f889-46ed-93aa-ab7cde1e0b6a/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/405-Union-Ave-15205/home/74621383
"$1,795/mo","167 S 15th St, Pittsburgh, PA 15203",3 beds,1 bath,—,Dishwasher,(412) 531-1500,https://ssl.cdn-redfin.com/photo/rent/cce63755-b10d-4981-8cc8-fa3899b0aa3c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/167-S-15th-St-15203/home/74621607
"$1,700/mo","117 Elmont St, Pittsburgh, PA 15205",3 beds,1 bath,"1,584",Laundry in unit,(210) 904-1780,https://ssl.cdn-redfin.com/photo/rent/2b2ad79b-ad26-44a1-a710-396572a91446/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/117-Elmont-St-15205/home/74621881
"$1,198/mo","1226 Bartow St, Pittsburgh, PA 15205",2 beds,1 bath,"1,300",Dogs welcome,(412) 492-2055,https://ssl.cdn-redfin.com/photo/rent/fa21f39c-4da7-4ab7-9644-cb283900954e/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1226-Bartow-St-15205/home/74622236
"$1,875/mo","143 Clairtonica St, Pittsburgh, PA 15205",4 beds,2 baths,"1,952",Dishwasher,(412) 631-3100,https://ssl.cdn-redfin.com/photo/rent/e6d34c0d-8a20-40f6-bc94-3eef374b3f14/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/143-Clairtonica-St-15205/home/74622429
$999/mo,"99 Bradford Ave, Pittsburgh, PA 15205",1 bed,1 bath,—,Pets welcome,(412) 850-4560,https://ssl.cdn-redfin.com/photo/rent/c0844c2f-bc79-4fd6-ba35-cd75fc11345c/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/99-Bradford-Ave-15205/apartment/74622481
"$1,200/mo","522 Freeland St, Pittsburgh, PA 15210",3 beds,1 bath,"1,796",Pets welcome,(914) 432-9962,https://ssl.cdn-redfin.com/photo/rent/b44d59d2-bb70-4003-bddf-2a425fd9fd00/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/522-Freeland-St-15210/home/73495485
$925/mo,"1908 Dale St, Pittsburgh, PA 15205",1 bed,1 bath,—,Pets welcome,(412) 385-2300,https://ssl.cdn-redfin.com/photo/rent/f7ffe707-27ba-463d-b894-a4ab054e0008/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1908-Dale-St-15205/home/74622720
"$1,600/mo","1337 Jeffers St, Pittsburgh, PA 15204",3 beds,1.5 baths,"1,056",A/C,(814) 418-9286,https://ssl.cdn-redfin.com/photo/rent/a790bc17-cb80-46a4-b8d2-97f65f8d5890/islphoto/genIsl.0_3.jpg,https://www.redfin.com/PA/Pittsburgh/1337-Jeffers-St-15204/home/74624493
"$1,300/mo","635 Wenzell Ave, Pittsburgh, PA 15216",2 beds,1 bath,"3,750",Laundry in unit,(347) 641-1641,https://ssl.cdn-redfin.com/photo/rent/02b42d13-5434-44ef-885f-dec1ec6c0d77/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/635-Wenzell-Ave-15216/home/74604719
"$1,395/mo","3050 Glen Mawr St, Pittsburgh, PA 15204",3 beds,1 bath,—,Car-dependent,(412) 904-1083,https://ssl.cdn-redfin.com/photo/rent/3661fda9-996e-4be3-9d3b-75ae8d8e38f2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3050-Glen-Mawr-St-15204/home/74627683
"$1,195/mo","3013 Ashlyn St, Pittsburgh, PA 15204",4 beds,1 bath,—,Dogs welcome,(412) 960-1820,https://ssl.cdn-redfin.com/photo/rent/b43bf6ab-1a60-451c-9304-0533a94cb33d/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3013-Ashlyn-St-15204/home/74627904
$895/mo,"1241 Mutual St, Pittsburgh, PA 15204",0 beds,1 bath,—,Car-dependent,(412) 426-9181,https://ssl.cdn-redfin.com/photo/rent/b2a03d88-d96d-4af9-9a99-362ca85a6cd2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/1241-Mutual-St-15204/home/74628234
"$1,700/mo","3343 Maple Dr, Pittsburgh, PA 15237",3 beds,1 bath,"1,125",Parking,(412) 262-4630,https://ssl.cdn-redfin.com/photo/rent/c1ec4367-3d69-40a2-9659-d8ae89909d45/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/3343-Maple-Dr-15237/home/74628969
$950/mo,"456 Woodland Rd, Pittsburgh, PA 15237",3 beds,1 bath,—,Pets welcome,(412) 352-3802,https://ssl.cdn-redfin.com/photo/rent/acf362fa-c583-47f2-846d-5a551c6e08a4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/456-Woodland-Rd-15237/home/74629220
"$1,099/mo","801 McKnight Park Dr, Pittsburgh, PA 15237",1 bed,1 bath,850,A/C,(412) 364-3344,https://ssl.cdn-redfin.com/photo/rent/bcc6cb1b-90a1-4565-ae60-4e87cb415a82/islphoto/genIsl.0_10.jpg,https://www.redfin.com/PA/Pittsburgh/801-McKnight-Park-Dr-15237/home/74629343
$935/mo,"102 McKnight Park Dr, Pittsburgh, PA 15237",1 bed,1 bath,800,Dishwasher,(412) 364-3344,https://ssl.cdn-redfin.com/photo/rent/baab4a43-8c75-4767-a46b-430faff8ef66/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/102-McKnight-Park-Dr-15237/home/74629354
"$1,195/mo","12137 Harvard Dr, Pittsburgh, PA 15235",3 beds,1 bath,—,Parking,(412) 228-5783,https://ssl.cdn-redfin.com/photo/rent/624fc771-1f69-427d-9afb-7218920e36b4/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/12137-Harvard-Dr-15235/home/74635217
"$1,450/mo","8 Regina St, Pittsburgh, PA 15203",2 beds,1 bath,"1,376",Very walkable,(412) 390-0360,https://ssl.cdn-redfin.com/photo/rent/3ba13782-65b0-4e70-9680-a65c652297a2/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/8-Regina-St-15203/home/74496946
"$1,750/mo","1238 Superior Ave, Pittsburgh, PA 15212",3 beds,2 baths,"2,093",Somewhat walkable,(914) 432-9962,https://ssl.cdn-redfin.com/photo/rent/33796572-0a02-40d5-b705-090d5be2b117/islphoto/genIsl.9_2.jpg,https://www.redfin.com/PA/Pittsburgh/1238-Superior-Ave-15212/home/74640199
$750/mo,"1406 Superior Ave, Allegheny, PA 15212",1 bed,1 bath,—,Somewhat walkable,(724) 553-8698,https://ssl.cdn-redfin.com/photo/rent/eec77043-3844-4184-b3a5-503edfdf7d95/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Allegheny/1406-Superior-Ave-15212/home/74640235
"$1,400/mo","341 Marose Dr, Pittsburgh, PA 15235",3 beds,1 bath,—,Pets welcome,(412) 729-3000,https://ssl.cdn-redfin.com/photo/rent/d5dc2bd2-69d2-45c7-90d7-7884498a6b31/islphoto/genIsl.0_1.jpg,https://www.redfin.com/PA/Pittsburgh/341-Marose-Dr-15235/home/74604552
