Name,Type,Price,Neighborhood,Address,Latitude,Longitude,Bedrooms,Bathrooms,Sq. Footage,Rent Period,Laundry,Parking,Image Link,Link to Listing
"Central Air (Building 1 Only), in Pittsburgh PA, 2BD 1BA - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,425",Pittsburgh,"7 Dorchester Drive, Pittsburgh, PA 15241",40.332300,-80.081000,2,1,860,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00a0a_8Uzjq2easEW_0uY0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-central-air-building-only-in/7789354912.html
Renovated 1 BR Apartment in Wilkinsburg | Rent Includes ALL UTILITIES! - apts/housing for rent - apartment rent -...,Apartment,$860,Pittsburgh,"1025 W Findley Dr, Wilkinsburg, PA 15221",40.444805,-79.865391,1,1,500,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Y0Y_9D5Zd9J8Gh2_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-renovated-br-apartment-in/7791661918.html
Small Dog Friendly...Call for a tour - apts/housing for rent - apartment rent - craigslist,Apartment,$959,Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,550,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00X0X_74ytW87ZqNt_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-small-dog-friendlycall-for/7791661592.html
Fantastic 1 BR Renovation in Wilkinsburg! | All Utilities Included! - apts/housing for rent - apartment rent -...,Apartment,$900,Pittsburgh,"1025 W Findley Dr, Pittsburgh, PA 15218",40.444284,-79.865241,1,1,500,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_2e6MZRkwNVP_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fantastic-br-renovation-in/7784409977.html
Gorgeous 1-Bedroom in Dormont | Blocks from Potomac Ave! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,040",Pittsburgh,"1426 Hillsdale Ave, Dormont, PA 15216",40.393960,-80.037053,1,1,850,monthly,laundry in bldg,street parking,https://images.craigslist.org/00f0f_leRPFStunSM_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-gorgeous-bedroom-in-dormont/7784428545.html
Fantastic 2 BR in Swissvale! | Updated Kitchen! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,000",Pittsburgh,"7816 Sailor Pl, Swissvale, PA 15218",40.424652,-79.883866,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00C0C_hu8h5OR5wL2_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fantastic-br-in-swissvale/7784418720.html
Recently Renovated 2 BR in Swissvale! | Triplex - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,160",Pittsburgh,"1615 Aurelius St, Swissvale, PA 15218",40.423916,-79.895905,2,1,1200,monthly,laundry in bldg,street parking,https://images.craigslist.org/00j0j_80szBCmF0Ur_09G07g_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-recently-renovated-br-in/7784414108.html
"Spacious 2 story 3 bedroom, New floors throughout - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,275",Turtle Creek,"McMasters Ave, Wilkins Township, PA 15145",40.414777,-79.825568,3,1,1400,monthly,w/d in unit,off-street parking,https://images.craigslist.org/01111_7hpbTBSna7U_0fe0bq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/turtle-creek-spacious-story-bedroom-new/7791660236.html
"Backyard, Walk to Shops - apts/housing for rent - apartment rent - craigslist",Apartment,$800,Pittsburgh,"625 Stanwix Street, Pittsburgh, PA 15222",40.400100,-80.016100,1,1,575,monthly,laundry in bldg,street parking,https://images.craigslist.org/00o0o_2YEObhyoqxO_0dk0hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-backyard-walk-to-shops/7788999936.html
This Place has ALL THE AMENITIES You are Looking For!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,090",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00k0k_h5uKDYxe4bx_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-place-has-all-the/7791658779.html
FURNISHED HOME 4Br 2bath on Montour trail - apts/housing for rent - apartment rent - craigslist,House,"$2,435",Imperial,"410 route 30, Imperial, PA 15126",40.445412,-80.244517,4,2,N/A,monthly,laundry on site,off-street parking,https://images.craigslist.org/00w0w_eMa1Q1CYYPj_0dp0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/imperial-furnished-home-4br-2bath-on/7784651373.html
Move Into Your New Home🏠Call ☎️For a Tour TODAY!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.539153,-80.012155,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_dxzzkrSCW9Z_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791656838.html
ALL Utilities Included - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,465",Pittsburgh,"1500 Park Ln, Pittsburgh, PA 15275",40.455975,-80.188683,1,1,502,monthly,w/d in unit,off-street parking,https://images.craigslist.org/00Y0Y_fxNzDMX5ZOA_08405n_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-all-utilities-included/7787558599.html
Spacious 1 Bedroom Across The Road From Ross Park Mall - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00707_Hb62WizTJh_06y04m_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-spacious-bedroom-across-the/7791656718.html
Enormous 1 Bed/1 Bath Apartment In Ross Township!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01515_lPYeYzPNA3B_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-enormous-bed-bath-apartment/7791656484.html
Save Time...We have the Video Tour in this Ad!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,090",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00k0k_h5uKDYxe4bx_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-save-timewe-have-the-video/7791656355.html
On Site Conference Room For Parties or Meetings - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.539153,-80.012155,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00505_ljUXZ4syWy7_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-on-site-conference-room-for/7791656252.html
"Carpeting, Balcony, On-Site Maintenance - apts/housing for rent - apartment rent - craigslist",Apartment,$959,Carnegie,"1 3rd Ave, Carnegie, PA 15106",40.405333,-80.088281,1,1,557,monthly,laundry on site,off-street parking,https://images.craigslist.org/00C0C_fdHnsXZObY9_0jm0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/carnegie-carpeting-balcony-on-site/7791655618.html
ONE BEDROOM IN SQUIRREL HILL - apts/housing for rent - apartment rent - craigslist,Apartment,$925,N/A,N/A,40.418380,-79.923297,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00U0U_bvTRaDv2UuD_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/one-bedroom-in-squirrel-hill/7791614737.html
Plenty of Cabinets and Closets - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Monroeville,"3910 William Penn HWY, Penn Hills, PA 15235",40.437276,-79.778511,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Y0Y_iYVgtzySalK_0lM0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-plenty-of-cabinets-and/7791653582.html
1Br Apt on Montclair - apts/housing for rent - apartment rent - craigslist,Apartment,$825,Pittsburgh,"Montclair st, Pittsburgh, PA 15217",40.420911,-79.930649,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00V0V_3TDxaPcLix5_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1br-apt-on-montclair/7791653205.html
OPEN and TAKING APPLICATIONS!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,099",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00b0b_9ZunD1lwGta_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-open-and-taking-applications/7791653138.html
Tour Our Apartments Today! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,222",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,2,2,N/A,monthly,laundry on site,off-street parking,https://images.craigslist.org/00V0V_7Pty5l5OUMS_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-tour-our-apartments-today/7791652958.html
"Live Like Royalty....Fantastic Apartment,....Onsite Gym and Much MORE - apts/housing for rent - apartment rent -...",Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00000_i1L5hQgWRPD_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-live-like-royaltyfantastic/7791652382.html
Why Pay for a Gym Membership? A 24 Hour on Site Gym included in Rent ! - apts/housing for rent - apartment rent -...,Apartment,"$1,099",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00505_de6EiQTVKuy_0t20t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-why-pay-for-gym-membership/7791652287.html
CALL NOW - GOING FAST- ONE BEDROOMS - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,175",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/01111_8WHj6fMJHn2_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-call-now-going-fast-one/7791652139.html
House In Greenfield - apts/housing for rent - apartment rent - craigslist,House,"$1,250",Pittsburgh,"Stanley, Pittsburgh, PA 15207",40.420779,-79.943368,3,1,N/A,monthly,w/d hookups,street parking,https://images.craigslist.org/00f0f_d66ucUaPfhu_0pO0jm_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-house-in-greenfield/7791651259.html
Spacious 3 Bed/1.5 Bath Townhouse - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,699",Allison Park,"4331 Hemlock Circle,, Allison Park, PA 15101, PA 15101",40.570000,-79.966500,2,2,1408,monthly,w/d hookups,off-street parking,https://images.craigslist.org/00w0w_hTzj8BJoPPP_08f0hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/allison-park-spacious-bed-15-bath/7791643207.html
House on MInesotta st - apts/housing for rent - apartment rent - craigslist,House,"$1,300",Pittsburgh,"Minesotta st, Pittsburgh, PA 15207",40.424685,-79.938514,3,1,N/A,monthly,w/d hookups,street parking,https://images.craigslist.org/00p0p_60ad1nFSRvVz_0ak07K_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-house-on-minesotta-st/7791651040.html
This is the LAST TOUR U WILL NEED...☎️Call NOW!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,090",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00V0V_ll3lmXj2YgS_0CI0qp_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-is-the-last-tour-will/7791650982.html
House in Munhall - apts/housing for rent - apartment rent - craigslist,House,"$1,150",Homestead,"e13th av, Pittsburgh, PA 15120",40.403980,-79.906461,2,2,N/A,monthly,w/d hookups,street parking,https://images.craigslist.org/00w0w_kZZhe1BNESU_0aT0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/homestead-house-in-munhall/7791650856.html
House on Bristol - apts/housing for rent - apartment rent - craigslist,House,"$1,150",Pittsburgh,"Bristol, Pittsburgh, PA 15207",40.421069,-79.945573,3,2,1200,monthly,w/d hookups,off-street parking,https://images.craigslist.org/00Q0Q_dsEBaQSxMBt_0t20CI_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-house-on-bristol/7791650630.html
Huge Kitchen with Room for your Table and Chairs - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Monroeville,"200 Elliot Road, Monroeville, PA 15146",40.429000,-79.762300,2,1,N/A,monthly,laundry on site,attached garage,https://images.craigslist.org/00l0l_fePeNZKEN3b_0gw0b1_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/monroeville-huge-kitchen-with-room-for/7791650593.html
NOW is the BEST TIME TO 🚚MOVE!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,"3910 OLD WILLIAM PENN HWY, Pittsburgh, PA 15235",40.443855,-79.812103,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00J0J_lntVMZKpY4y_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-now-is-the-best-time-to-move/7791650435.html
Apt on Montclair st - apts/housing for rent - apartment rent - craigslist,Apartment,$850,Pittsburgh,"Montclair st, Pittsburgh, PA 15217",40.420384,-79.932854,1,1,N/A,monthly,laundry on site,street parking,https://images.craigslist.org/00X0X_apM7mplepAx_0pO0jm_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-apt-on-montclair-st/7791650249.html
Wellington one bedroom 🏡👀Available NOW! - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,"3910 OLD WILLIAM PENN HWY, Pittsburgh, PA 15235",40.443855,-79.812103,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00P0P_6qbGAXHV0Pk_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-wellington-one-bedroom/7791649987.html
We Have Your New Home😊🏠😍 CALL TODAY!☎️❤️ - apts/housing for rent - apartment rent - craigslist,Apartment,$950,Pittsburgh,"3910 OLD WILLIAM PENN HWY, Pittsburgh, PA 15235",40.443855,-79.812103,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00606_hk9RJwfl3Ff_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-we-have-your-new-home-call/7791649642.html
LOVE WHERE YOU LIVE!!! 💖💥💖 - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,025",Pittsburgh,"3910 OLD WILLIAM PENN HWY, Penn Hills, PA 15235",40.443855,-79.812103,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00Q0Q_iooxiQR6PFR_0CI0pO_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-love-where-you-live/7791649333.html
Large 2 bedroom apartment in Sheraden - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,100",Pittsburgh,N/A,40.455400,-80.064400,2,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00b0b_4bjXt58Xtmx_0fu0kE_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-bedroom-apartment-in/7791649212.html
Move Into Your New Home🏠Call ☎️For a Tour TODAY!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,123",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.539153,-80.012155,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_dxzzkrSCW9Z_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791649168.html
Large Private Parking Lots.. 24 HR Gym...And Sooooo Much More - apts/housing for rent - apartment rent - craigslist,Apartment,$964,Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,550,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00V0V_3gWOrKsP7za_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-large-private-parking-lots/7791649022.html
"3 BD, Pet Friendly (Pet Fees Apply) - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,995",Pittsburgh,"539 South Graham Street, Pittsburgh, PA 15232",40.400100,-80.016100,3,2,1166,monthly,laundry in bldg,street parking,https://images.craigslist.org/01515_b9Q4yqbK67e_0d30hq_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-bd-pet-friendly-pet-fees/7790155815.html
This Place is Calling 📞For YOU! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,338",Pittsburgh,"103 McKnight Circle, Pittsburgh, PA 15237",40.548800,-80.047400,2,2,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00V0V_7Pty5l5OUMS_1320MM_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-this-place-is-calling-for-you/7791648872.html
"Refrigerator, in Bridgeville PA, 1 Bed - apts/housing for rent - apartment rent - craigslist",Apartment,$993,Bridgeville,"479 Bank St Ext, Bridgeville, PA 15017",40.357388,-80.111871,1,1,663,monthly,laundry on site,off-street parking,https://images.craigslist.org/00909_65VRJpk4JfU_0jm0cV_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/bridgeville-refrigerator-in-bridgeville/7791648835.html
Move Into Your New Home🏠Call ☎️For a Tour TODAY!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,"$1,107",Pittsburgh,"103, Pittsburgh, PA 15237",40.548800,-80.047400,1,1,850,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_dxzzkrSCW9Z_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-move-into-your-new-homecall/7791648791.html
Check out the Video🎥 Tour in this Ad!!!!! - apts/housing for rent - apartment rent - craigslist,Apartment,$884,Pittsburgh,"901 Lewis Ave, Pittsburgh, PA 15238",40.534600,-79.880500,1,1,N/A,monthly,laundry in bldg,off-street parking,https://images.craigslist.org/00u0u_dIAreknRK7L_0CI0t2_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-check-out-the-video-tour-in/7791648677.html
"Music Room, Rooftop Basketball Court, Game Room - apts/housing for rent - apartment rent - craigslist",Apartment,"$1,765",Pittsburgh,"434 Fifth Ave, Pittsburgh, PA 15219",40.439484,-79.998334,1,1,755,monthly,laundry in bldg,attached garage,https://images.craigslist.org/00k0k_j0B9wrNg99U_0qs0ew_600x450.jpg,https://pittsburgh.craigslist.org/apa/d/pittsburgh-music-room-rooftop/7790489262.html
